no,package,item,title,rows,cols,remote_base_url,remote_file_name,function_name,local_file_name,rst_files
294,robustbase,starsCYG,Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1,47,2,http://dustintran.com/data/r/robustbase/,starsCYG.csv,stars_cyg,stars_cyg.csv,http://dustintran.com/data/r-doc/robustbase/rst/starsCYG.rst
295,robustbase,telef,Number of International Calls from Belgium,24,2,http://dustintran.com/data/r/robustbase/,telef.csv,telef,telef.csv,http://dustintran.com/data/r-doc/robustbase/rst/telef.rst
296,robustbase,toxicity,Toxicity of Carboxylic Acids Data,38,10,http://dustintran.com/data/r/robustbase/,toxicity.csv,toxicity,toxicity.csv,http://dustintran.com/data/r-doc/robustbase/rst/toxicity.rst
297,robustbase,vaso,Vaso Constriction Skin Data Set,39,3,http://dustintran.com/data/r/robustbase/,vaso.csv,vaso,vaso.csv,http://dustintran.com/data/r-doc/robustbase/rst/vaso.rst
298,robustbase,wagnerGrowth,Wagner's Hannover Employment Growth Data,63,7,http://dustintran.com/data/r/robustbase/,wagnerGrowth.csv,wagner_growth,wagner_growth.csv,http://dustintran.com/data/r-doc/robustbase/rst/wagnerGrowth.rst
299,robustbase,wood,Modified Data on Wood Specific Gravity,20,6,http://dustintran.com/data/r/robustbase/,wood.csv,wood,wood.csv,http://dustintran.com/data/r-doc/robustbase/rst/wood.rst
300,car,AMSsurvey,American Math Society Survey Data,24,5,http://dustintran.com/data/r/car/,AMSsurvey.csv,ams_survey,ams_survey.csv,http://dustintran.com/data/r-doc/car/rst/AMSsurvey.rst
301,car,Adler,Experimenter Expectations,97,3,http://dustintran.com/data/r/car/,Adler.csv,adler,adler.csv,http://dustintran.com/data/r-doc/car/rst/Adler.rst
302,car,Angell,Moral Integration of American Cities,43,4,http://dustintran.com/data/r/car/,Angell.csv,angell,angell.csv,http://dustintran.com/data/r-doc/car/rst/Angell.rst
303,car,Anscombe,U. S. State Public-School Expenditures,51,4,http://dustintran.com/data/r/car/,Anscombe.csv,us_public_school,us_public_school.csv,http://dustintran.com/data/r-doc/car/rst/Anscombe.rst
304,car,Baumann,Methods of Teaching Reading Comprehension,66,6,http://dustintran.com/data/r/car/,Baumann.csv,baumann,baumann.csv,http://dustintran.com/data/r-doc/car/rst/Baumann.rst
305,car,Bfox,Canadian Women's Labour-Force Participation,30,6,http://dustintran.com/data/r/car/,Bfox.csv,bfox,bfox.csv,http://dustintran.com/data/r-doc/car/rst/Bfox.rst
306,car,Blackmore,Exercise Histories of Eating-Disordered and Control Subjects,945,4,http://dustintran.com/data/r/car/,Blackmore.csv,blackmore,blackmore.csv,http://dustintran.com/data/r-doc/car/rst/Blackmore.rst
307,car,Burt,Fraudulent Data on IQs of Twins Raised Apart,27,3,http://dustintran.com/data/r/car/,Burt.csv,burt,burt.csv,http://dustintran.com/data/r-doc/car/rst/Burt.rst
308,car,CanPop,Canadian Population Data,16,2,http://dustintran.com/data/r/car/,CanPop.csv,can_pop,can_pop.csv,http://dustintran.com/data/r-doc/car/rst/CanPop.rst
309,car,Chile,Voting Intentions in the 1988 Chilean Plebiscite,2700,8,http://dustintran.com/data/r/car/,Chile.csv,chile,chile.csv,http://dustintran.com/data/r-doc/car/rst/Chile.rst
310,car,Chirot,The 1907 Romanian Peasant Rebellion,32,5,http://dustintran.com/data/r/car/,Chirot.csv,chirot,chirot.csv,http://dustintran.com/data/r-doc/car/rst/Chirot.rst
311,car,Cowles,Cowles and Davis's Data on Volunteering,1421,4,http://dustintran.com/data/r/car/,Cowles.csv,cowles,cowles.csv,http://dustintran.com/data/r-doc/car/rst/Cowles.rst
312,car,Davis,Self-Reports of Height and Weight,200,5,http://dustintran.com/data/r/car/,Davis.csv,davis,davis.csv,http://dustintran.com/data/r-doc/car/rst/Davis.rst
313,car,DavisThin,Davis's Data on Drive for Thinness,191,7,http://dustintran.com/data/r/car/,DavisThin.csv,davis_thin,davis_thin.csv,http://dustintran.com/data/r-doc/car/rst/DavisThin.rst
314,car,Depredations,Minnesota Wolf Depredation Data,434,5,http://dustintran.com/data/r/car/,Depredations.csv,depredations,depredations.csv,http://dustintran.com/data/r-doc/car/rst/Depredations.rst
315,car,Duncan,Duncan's Occupational Prestige Data,45,4,http://dustintran.com/data/r/car/,Duncan.csv,duncan,duncan.csv,http://dustintran.com/data/r-doc/car/rst/Duncan.rst
316,car,Ericksen,The 1980 U.S. Census Undercount,66,9,http://dustintran.com/data/r/car/,Ericksen.csv,ericksen,ericksen.csv,http://dustintran.com/data/r-doc/car/rst/Ericksen.rst
317,car,Florida,Florida County Voting,67,11,http://dustintran.com/data/r/car/,Florida.csv,florida,florida.csv,http://dustintran.com/data/r-doc/car/rst/Florida.rst
318,car,Freedman,Crowding and Crime in U. S. Metropolitan Areas,110,4,http://dustintran.com/data/r/car/,Freedman.csv,freedman,freedman.csv,http://dustintran.com/data/r-doc/car/rst/Freedman.rst
319,car,Friendly,Format Effects on Recall,30,2,http://dustintran.com/data/r/car/,Friendly.csv,friendly,friendly.csv,http://dustintran.com/data/r-doc/car/rst/Friendly.rst
320,car,Ginzberg,Data on Depression,82,6,http://dustintran.com/data/r/car/,Ginzberg.csv,ginzberg,ginzberg.csv,http://dustintran.com/data/r-doc/car/rst/Ginzberg.rst
321,car,Greene,Refugee Appeals,384,7,http://dustintran.com/data/r/car/,Greene.csv,greene,greene.csv,http://dustintran.com/data/r-doc/car/rst/Greene.rst
322,car,Guyer,Anonymity and Cooperation,20,3,http://dustintran.com/data/r/car/,Guyer.csv,guyer,guyer.csv,http://dustintran.com/data/r-doc/car/rst/Guyer.rst
323,car,Hartnagel,Canadian Crime-Rates Time Series,38,8,http://dustintran.com/data/r/car/,Hartnagel.csv,hartnagel,hartnagel.csv,http://dustintran.com/data/r-doc/car/rst/Hartnagel.rst
324,car,Highway1,Highway Accidents,39,12,http://dustintran.com/data/r/car/,Highway1.csv,highway1,highway1.csv,http://dustintran.com/data/r-doc/car/rst/Highway1.rst
325,car,KosteckiDillon,Treatment of Migraine Headaches,4152,9,http://dustintran.com/data/r/car/,KosteckiDillon.csv,kostecki_dillon,kostecki_dillon.csv,http://dustintran.com/data/r-doc/car/rst/KosteckiDillon.rst
326,car,Leinhardt,Data on Infant-Mortality,105,4,http://dustintran.com/data/r/car/,Leinhardt.csv,leinhardt,leinhardt.csv,http://dustintran.com/data/r-doc/car/rst/Leinhardt.rst
327,car,LoBD,Cancer drug data use to provide an example of the use of the skew power distributions.,84,9,http://dustintran.com/data/r/car/,LoBD.csv,lo_bd,lo_bd.csv,http://dustintran.com/data/r-doc/car/rst/LoBD.rst
328,car,Mandel,Contrived Collinear Data,8,3,http://dustintran.com/data/r/car/,Mandel.csv,mandel,mandel.csv,http://dustintran.com/data/r-doc/car/rst/Mandel.rst
329,car,Migration,Canadian Interprovincial Migration Data,90,8,http://dustintran.com/data/r/car/,Migration.csv,migration,migration.csv,http://dustintran.com/data/r-doc/car/rst/Migration.rst
330,car,Moore,"Status, Authoritarianism, and Conformity",45,4,http://dustintran.com/data/r/car/,Moore.csv,moore,moore.csv,http://dustintran.com/data/r-doc/car/rst/Moore.rst
331,car,Mroz,U.S. Women's Labor-Force Participation,753,18,http://dustintran.com/data/r/car/,Mroz.csv,mroz,mroz.csv,http://dustintran.com/data/r-doc/car/rst/Mroz.rst
332,car,OBrienKaiser,O'Brien and Kaiser's Repeated-Measures Data,16,17,http://dustintran.com/data/r/car/,OBrienKaiser.csv,o_brien_kaiser,o_brien_kaiser.csv,http://dustintran.com/data/r-doc/car/rst/OBrienKaiser.rst
333,car,Ornstein,Interlocking Directorates Among Major Canadian Firms,248,4,http://dustintran.com/data/r/car/,Ornstein.csv,ornstein,ornstein.csv,http://dustintran.com/data/r-doc/car/rst/Ornstein.rst
334,car,Pottery,Chemical Composition of Pottery,26,6,http://dustintran.com/data/r/car/,Pottery.csv,pottery,pottery.csv,http://dustintran.com/data/r-doc/car/rst/Pottery.rst
335,car,Prestige,Prestige of Canadian Occupations,102,6,http://dustintran.com/data/r/car/,Prestige.csv,prestige,prestige.csv,http://dustintran.com/data/r-doc/car/rst/Prestige.rst
336,car,Quartet,Four Regression Datasets,11,6,http://dustintran.com/data/r/car/,Quartet.csv,quartet,quartet.csv,http://dustintran.com/data/r-doc/car/rst/Quartet.rst
337,car,Robey,Fertility and Contraception,50,3,http://dustintran.com/data/r/car/,Robey.csv,robey,robey.csv,http://dustintran.com/data/r-doc/car/rst/Robey.rst
338,car,SLID,Survey of Labour and Income Dynamics,7425,5,http://dustintran.com/data/r/car/,SLID.csv,slid,slid.csv,http://dustintran.com/data/r-doc/car/rst/SLID.rst
339,car,Sahlins,Agricultural Production in Mazulu Village,20,2,http://dustintran.com/data/r/car/,Sahlins.csv,sahlins,sahlins.csv,http://dustintran.com/data/r-doc/car/rst/Sahlins.rst
340,car,Salaries,Salaries for Professors,397,6,http://dustintran.com/data/r/car/,Salaries.csv,salaries,salaries.csv,http://dustintran.com/data/r-doc/car/rst/Salaries.rst
341,car,Soils,Soil Compositions of Physical and Chemical Characteristics,48,14,http://dustintran.com/data/r/car/,Soils.csv,soils,soils.csv,http://dustintran.com/data/r-doc/car/rst/Soils.rst
342,car,States,Education and Related Statistics for the U.S. States,51,7,http://dustintran.com/data/r/car/,States.csv,states,states.csv,http://dustintran.com/data/r-doc/car/rst/States.rst
343,car,Transact,Transaction data,261,3,http://dustintran.com/data/r/car/,Transact.csv,transact,transact.csv,http://dustintran.com/data/r-doc/car/rst/Transact.rst
344,car,UN,GDP and Infant Mortality,207,2,http://dustintran.com/data/r/car/,UN.csv,gdp_infant_mortality,gdp_infant_mortality.csv,http://dustintran.com/data/r-doc/car/rst/UN.rst
345,car,USPop,Population of the United States,22,2,http://dustintran.com/data/r/car/,USPop.csv,us_pop,us_pop.csv,http://dustintran.com/data/r-doc/car/rst/USPop.rst
346,car,Vocab,Vocabulary and Education,21638,4,http://dustintran.com/data/r/car/,Vocab.csv,vocab,vocab.csv,http://dustintran.com/data/r-doc/car/rst/Vocab.rst
347,car,WeightLoss,Weight Loss Data,34,7,http://dustintran.com/data/r/car/,WeightLoss.csv,weight_loss,weight_loss.csv,http://dustintran.com/data/r-doc/car/rst/WeightLoss.rst
348,car,Womenlf,Canadian Women's Labour-Force Participation,263,4,http://dustintran.com/data/r/car/,Womenlf.csv,womenlf,womenlf.csv,http://dustintran.com/data/r-doc/car/rst/Womenlf.rst
349,car,Wong,Post-Coma Recovery of IQ,331,7,http://dustintran.com/data/r/car/,Wong.csv,wong,wong.csv,http://dustintran.com/data/r-doc/car/rst/Wong.rst
350,car,Wool,Wool data,27,4,http://dustintran.com/data/r/car/,Wool.csv,wool1,wool1.csv,http://dustintran.com/data/r-doc/car/rst/Wool.rst
351,cluster,agriculture,European Union Agricultural Workforces,12,2,http://dustintran.com/data/r/cluster/,agriculture.csv,agriculture,agriculture.csv,http://dustintran.com/data/r-doc/cluster/rst/agriculture.rst
352,cluster,animals,Attributes of Animals,20,6,http://dustintran.com/data/r/cluster/,animals.csv,animals,animals.csv,http://dustintran.com/data/r-doc/cluster/rst/animals.rst
353,cluster,chorSub,Subset of C-horizon of Kola Data,61,10,http://dustintran.com/data/r/cluster/,chorSub.csv,chor_sub,chor_sub.csv,http://dustintran.com/data/r-doc/cluster/rst/chorSub.rst
354,cluster,flower,Flower Characteristics,18,8,http://dustintran.com/data/r/cluster/,flower.csv,flower,flower.csv,http://dustintran.com/data/r-doc/cluster/rst/flower.rst
355,cluster,plantTraits,Plant Species Traits Data,136,31,http://dustintran.com/data/r/cluster/,plantTraits.csv,plant_traits,plant_traits.csv,http://dustintran.com/data/r-doc/cluster/rst/plantTraits.rst
356,cluster,pluton,Isotopic Composition Plutonium Batches,45,4,http://dustintran.com/data/r/cluster/,pluton.csv,pluton,pluton.csv,http://dustintran.com/data/r-doc/cluster/rst/pluton.rst
357,cluster,ruspini,Ruspini Data,75,2,http://dustintran.com/data/r/cluster/,ruspini.csv,ruspini,ruspini.csv,http://dustintran.com/data/r-doc/cluster/rst/ruspini.rst
358,cluster,votes.repub,Votes for Republican Candidate in Presidential Elections,50,31,http://dustintran.com/data/r/cluster/,votes.repub.csv,votes_repub,votes_repub.csv,http://dustintran.com/data/r-doc/cluster/rst/votes.repub.rst
359,cluster,xclara,Bivariate Data Set with 3 Clusters,3000,2,http://dustintran.com/data/r/cluster/,xclara.csv,xclara,xclara.csv,http://dustintran.com/data/r-doc/cluster/rst/xclara.rst
360,COUNT,affairs,affairs,601,19,http://dustintran.com/data/r/COUNT/,affairs.csv,affairs,affairs.csv,http://dustintran.com/data/r-doc/COUNT/rst/affairs.rst
361,COUNT,azcabgptca,azcabgptca,1959,6,http://dustintran.com/data/r/COUNT/,azcabgptca.csv,azcabgptca,azcabgptca.csv,http://dustintran.com/data/r-doc/COUNT/rst/azcabgptca.rst
362,COUNT,azdrg112,azdrg112,1798,4,http://dustintran.com/data/r/COUNT/,azdrg112.csv,azdrg112,azdrg112.csv,http://dustintran.com/data/r-doc/COUNT/rst/azdrg112.rst
363,COUNT,azpro,azpro,3589,6,http://dustintran.com/data/r/COUNT/,azpro.csv,azpro,azpro.csv,http://dustintran.com/data/r-doc/COUNT/rst/azpro.rst
364,COUNT,azprocedure,azprocedure,3589,6,http://dustintran.com/data/r/COUNT/,azprocedure.csv,azprocedure,azprocedure.csv,http://dustintran.com/data/r-doc/COUNT/rst/azprocedure.rst
365,COUNT,badhealth,badhealth,1127,3,http://dustintran.com/data/r/COUNT/,badhealth.csv,badhealth,badhealth.csv,http://dustintran.com/data/r-doc/COUNT/rst/badhealth.rst
366,COUNT,fasttrakg,fasttrakg,15,9,http://dustintran.com/data/r/COUNT/,fasttrakg.csv,fasttrakg,fasttrakg.csv,http://dustintran.com/data/r-doc/COUNT/rst/fasttrakg.rst
367,COUNT,fishing,fishing,147,7,http://dustintran.com/data/r/COUNT/,fishing.csv,fishing,fishing.csv,http://dustintran.com/data/r-doc/COUNT/rst/fishing.rst
368,COUNT,lbw,lbw,189,10,http://dustintran.com/data/r/COUNT/,lbw.csv,lbw,lbw.csv,http://dustintran.com/data/r-doc/COUNT/rst/lbw.rst
369,COUNT,lbwgrp,lbwgrp,6,7,http://dustintran.com/data/r/COUNT/,lbwgrp.csv,lbwgrp,lbwgrp.csv,http://dustintran.com/data/r-doc/COUNT/rst/lbwgrp.rst
370,COUNT,loomis,loomis,410,11,http://dustintran.com/data/r/COUNT/,loomis.csv,loomis,loomis.csv,http://dustintran.com/data/r-doc/COUNT/rst/loomis.rst
371,COUNT,mdvis,mdvis,2227,13,http://dustintran.com/data/r/COUNT/,mdvis.csv,mdvis,mdvis.csv,http://dustintran.com/data/r-doc/COUNT/rst/mdvis.rst
372,COUNT,medpar,medpar,1495,10,http://dustintran.com/data/r/COUNT/,medpar.csv,medpar,medpar.csv,http://dustintran.com/data/r-doc/COUNT/rst/medpar.rst
373,COUNT,nuts,nuts,52,8,http://dustintran.com/data/r/COUNT/,nuts.csv,nuts,nuts.csv,http://dustintran.com/data/r-doc/COUNT/rst/nuts.rst
374,COUNT,rwm,rwm,27326,4,http://dustintran.com/data/r/COUNT/,rwm.csv,rwm,rwm.csv,http://dustintran.com/data/r-doc/COUNT/rst/rwm.rst
375,COUNT,rwm1984,rwm1984,3874,15,http://dustintran.com/data/r/COUNT/,rwm1984.csv,rwm1984,rwm1984.csv,http://dustintran.com/data/r-doc/COUNT/rst/rwm1984.rst
376,COUNT,rwm5yr,rwm5yr,19609,17,http://dustintran.com/data/r/COUNT/,rwm5yr.csv,rwm5yr,rwm5yr.csv,http://dustintran.com/data/r-doc/COUNT/rst/rwm5yr.rst
377,COUNT,smoking,smoking,26,4,http://dustintran.com/data/r/COUNT/,smoking.csv,smoking,smoking.csv,http://dustintran.com/data/r-doc/COUNT/rst/smoking.rst
378,COUNT,titanicgrp,titanicgrp,12,5,http://dustintran.com/data/r/COUNT/,titanicgrp.csv,titanicgrp,titanicgrp.csv,http://dustintran.com/data/r-doc/COUNT/rst/titanicgrp.rst
379,Ecdat,Accident,Ship Accidents,40,5,http://dustintran.com/data/r/Ecdat/,Accident.csv,accident,accident.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Accident.rst
380,Ecdat,Airline,Cost for U.S. Airlines,90,6,http://dustintran.com/data/r/Ecdat/,Airline.csv,airline,airline.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Airline.rst
381,Ecdat,Airq,Air Quality for Californian Metropolitan Areas,30,6,http://dustintran.com/data/r/Ecdat/,Airq.csv,airq,airq.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Airq.rst
382,Ecdat,Benefits,Unemployment of Blue Collar Workers,4877,18,http://dustintran.com/data/r/Ecdat/,Benefits.csv,benefits,benefits.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Benefits.rst
383,Ecdat,Bids,Bids Received By U.S. Firms,126,12,http://dustintran.com/data/r/Ecdat/,Bids.csv,bids,bids.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Bids.rst
384,Ecdat,BudgetFood,Budget Share of Food for Spanish Households,23972,6,http://dustintran.com/data/r/Ecdat/,BudgetFood.csv,budget_food,budget_food.csv,http://dustintran.com/data/r-doc/Ecdat/rst/BudgetFood.rst
385,Ecdat,BudgetItaly,Budget Shares for Italian Households,1729,11,http://dustintran.com/data/r/Ecdat/,BudgetItaly.csv,budget_italy,budget_italy.csv,http://dustintran.com/data/r-doc/Ecdat/rst/BudgetItaly.rst
386,Ecdat,BudgetUK,Budget Shares of British Households,1519,10,http://dustintran.com/data/r/Ecdat/,BudgetUK.csv,budget_uk,budget_uk.csv,http://dustintran.com/data/r-doc/Ecdat/rst/BudgetUK.rst
387,Ecdat,Bwages,Wages in Belgium,1472,4,http://dustintran.com/data/r/Ecdat/,Bwages.csv,bwages,bwages.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Bwages.rst
388,Ecdat,CPSch3,Earnings from the Current Population Survey,11130,3,http://dustintran.com/data/r/Ecdat/,CPSch3.csv,cp_sch3,cp_sch3.csv,http://dustintran.com/data/r-doc/Ecdat/rst/CPSch3.rst
389,Ecdat,CRANpackages,Growth of CRAN,29,4,http://dustintran.com/data/r/Ecdat/,CRANpackages.csv,cran_packages,cran_packages.csv,http://dustintran.com/data/r-doc/Ecdat/rst/CRANpackages.rst
390,Ecdat,Capm,Stock Market Data,516,5,http://dustintran.com/data/r/Ecdat/,Capm.csv,capm,capm.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Capm.rst
391,Ecdat,Car,Stated Preferences for Car Choice,4654,70,http://dustintran.com/data/r/Ecdat/,Car.csv,car,car.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Car.rst
392,Ecdat,Caschool,The California Test Score Data Set,420,17,http://dustintran.com/data/r/Ecdat/,Caschool.csv,caschool,caschool.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Caschool.rst
393,Ecdat,Catsup,Choice of Brand for Catsup,2798,14,http://dustintran.com/data/r/Ecdat/,Catsup.csv,catsup,catsup.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Catsup.rst
394,Ecdat,Cigar,Cigarette Consumption,1380,9,http://dustintran.com/data/r/Ecdat/,Cigar.csv,cigar,cigar.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Cigar.rst
395,Ecdat,Cigarette,The Cigarette Consumption Panel Data Set,528,9,http://dustintran.com/data/r/Ecdat/,Cigarette.csv,cigarette,cigarette.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Cigarette.rst
396,Ecdat,Clothing,Sales Data of Men's Fashion Stores,60,8,http://dustintran.com/data/r/Ecdat/,Clothing.csv,clothing,clothing.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Clothing.rst
397,Ecdat,Computers,Prices of Personal Computers,6259,10,http://dustintran.com/data/r/Ecdat/,Computers.csv,computers,computers.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Computers.rst
398,Ecdat,Cracker,Choice of Brand for Crakers,3292,14,http://dustintran.com/data/r/Ecdat/,Cracker.csv,cracker,cracker.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Cracker.rst
399,Ecdat,Crime,Crime in North Carolina,630,24,http://dustintran.com/data/r/Ecdat/,Crime.csv,crime,crime.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Crime.rst
400,Ecdat,DM,DM Dollar Exchange Rate,778,4,http://dustintran.com/data/r/Ecdat/,DM.csv,dm,dm.csv,http://dustintran.com/data/r-doc/Ecdat/rst/DM.rst
401,Ecdat,Diamond,Pricing the C's of Diamond Stones,308,5,http://dustintran.com/data/r/Ecdat/,Diamond.csv,diamond,diamond.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Diamond.rst
402,Ecdat,Doctor,Number of Doctor Visits,485,4,http://dustintran.com/data/r/Ecdat/,Doctor.csv,doctor,doctor.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Doctor.rst
403,Ecdat,DoctorAUS,Doctor Visits in Australia,5190,15,http://dustintran.com/data/r/Ecdat/,DoctorAUS.csv,doctor_aus,doctor_aus.csv,http://dustintran.com/data/r-doc/Ecdat/rst/DoctorAUS.rst
404,Ecdat,DoctorContacts,Contacts With Medical Doctor,20186,15,http://dustintran.com/data/r/Ecdat/,DoctorContacts.csv,doctor_contacts,doctor_contacts.csv,http://dustintran.com/data/r-doc/Ecdat/rst/DoctorContacts.rst
405,Ecdat,Earnings,Earnings for Three Age Groups,4266,2,http://dustintran.com/data/r/Ecdat/,Earnings.csv,earnings,earnings.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Earnings.rst
406,Ecdat,Electricity,Cost Function for Electricity Producers,158,8,http://dustintran.com/data/r/Ecdat/,Electricity.csv,electricity,electricity.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Electricity.rst
407,Ecdat,Fair,Extramarital Affairs Data,601,9,http://dustintran.com/data/r/Ecdat/,Fair.csv,fair,fair.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Fair.rst
408,Ecdat,Fatality,Drunk Driving Laws and Traffic Deaths,336,10,http://dustintran.com/data/r/Ecdat/,Fatality.csv,fatality,fatality.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Fatality.rst
409,Ecdat,Fishing,Choice of Fishing Mode,1182,12,http://dustintran.com/data/r/Ecdat/,Fishing.csv,fishing1,fishing1.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Fishing.rst
410,Ecdat,Forward,Exchange Rates of US Dollar Against Other Currencies,276,9,http://dustintran.com/data/r/Ecdat/,Forward.csv,forward,forward.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Forward.rst
411,Ecdat,FriendFoe,Data from the Television Game Show Friend Or Foe ?,227,13,http://dustintran.com/data/r/Ecdat/,FriendFoe.csv,friend_foe,friend_foe.csv,http://dustintran.com/data/r-doc/Ecdat/rst/FriendFoe.rst
412,Ecdat,Garch,Daily Observations on Exchange Rates of the US Dollar Against Other Currencies,1867,8,http://dustintran.com/data/r/Ecdat/,Garch.csv,garch,garch.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Garch.rst
413,Ecdat,Gasoline,Gasoline Consumption,342,6,http://dustintran.com/data/r/Ecdat/,Gasoline.csv,gasoline,gasoline.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Gasoline.rst
414,Ecdat,Griliches,Wage Datas,758,20,http://dustintran.com/data/r/Ecdat/,Griliches.csv,griliches,griliches.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Griliches.rst
415,Ecdat,Grunfeld,Grunfeld Investment Data,200,5,http://dustintran.com/data/r/Ecdat/,Grunfeld.csv,grunfeld,grunfeld.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Grunfeld.rst
416,Ecdat,HC,Heating and Cooling System Choice in Newly Built Houses in California,250,18,http://dustintran.com/data/r/Ecdat/,HC.csv,hc_choice_california,hc_choice_california.csv,http://dustintran.com/data/r-doc/Ecdat/rst/HC.rst
417,Ecdat,HHSCyberSecurityBreaches,Cybersecurity breaches reported to the US Department of Health and Human Services,1151,9,http://dustintran.com/data/r/Ecdat/,HHSCyberSecurityBreaches.csv,hhs_cybsec_breaches,hhs_cybsec_breaches.csv,http://dustintran.com/data/r-doc/Ecdat/rst/HHSCyberSecurityBreaches.rst
418,Ecdat,HI,Health Insurance and Hours Worked By Wives,22272,13,http://dustintran.com/data/r/Ecdat/,HI.csv,hi_hours_worked,hi_hours_worked.csv,http://dustintran.com/data/r-doc/Ecdat/rst/HI.rst
419,Ecdat,Hdma,The Boston HMDA Data Set,2381,13,http://dustintran.com/data/r/Ecdat/,Hdma.csv,hdma,hdma.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Hdma.rst
420,Ecdat,Heating,Heating System Choice in California Houses,900,21,http://dustintran.com/data/r/Ecdat/,Heating.csv,heating,heating.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Heating.rst
421,Ecdat,Hedonic,Hedonic Prices of Census Tracts in Boston,506,15,http://dustintran.com/data/r/Ecdat/,Hedonic.csv,hedonic,hedonic.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Hedonic.rst
422,Ecdat,Hmda,The Boston HMDA Data Set,2381,13,http://dustintran.com/data/r/Ecdat/,Hmda.csv,hmda,hmda.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Hmda.rst
423,Ecdat,Housing,Sales Prices of Houses in the City of Windsor,546,12,http://dustintran.com/data/r/Ecdat/,Housing.csv,housing,housing.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Housing.rst
424,Ecdat,Icecream,Ice Cream Consumption,30,4,http://dustintran.com/data/r/Ecdat/,Icecream.csv,icecream,icecream.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Icecream.rst
425,Ecdat,Journals,Economic Journals Dat Set,180,10,http://dustintran.com/data/r/Ecdat/,Journals.csv,journals,journals.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Journals.rst
426,Ecdat,Kakadu,Willingness to Pay for the Preservation of the Kakadu National Park,1827,22,http://dustintran.com/data/r/Ecdat/,Kakadu.csv,kakadu,kakadu.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Kakadu.rst
427,Ecdat,Ketchup,Choice of Brand for Ketchup,4956,7,http://dustintran.com/data/r/Ecdat/,Ketchup.csv,ketchup,ketchup.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Ketchup.rst
428,Ecdat,Klein,Klein's Model I,22,10,http://dustintran.com/data/r/Ecdat/,Klein.csv,klein,klein.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Klein.rst
429,Ecdat,LaborSupply,Wages and Hours Worked,5320,7,http://dustintran.com/data/r/Ecdat/,LaborSupply.csv,labor_supply,labor_supply.csv,http://dustintran.com/data/r-doc/Ecdat/rst/LaborSupply.rst
430,Ecdat,Labour,Belgian Firms,569,4,http://dustintran.com/data/r/Ecdat/,Labour.csv,labour,labour.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Labour.rst
431,Ecdat,MCAS,The Massachusetts Test Score Data Set,220,17,http://dustintran.com/data/r/Ecdat/,MCAS.csv,mcas,mcas.csv,http://dustintran.com/data/r-doc/Ecdat/rst/MCAS.rst
432,Ecdat,Males,Wages and Education of Young Males,4360,12,http://dustintran.com/data/r/Ecdat/,Males.csv,males,males.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Males.rst
433,Ecdat,Mathlevel,Level of Calculus Attained for Students Taking Advanced Micro-economics,609,8,http://dustintran.com/data/r/Ecdat/,Mathlevel.csv,mathlevel,mathlevel.csv,http://dustintran.com/data/r-doc/Ecdat/rst/Mathlevel.rst
